,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
7444,1203,,,,,,,special,,,28,,gradual,,ben,,50,,,,,,,,,,,,,,,,,,7,,,,
7445,1204,,,,,,,special,,,29,,gradual,,ben,,80,,,,,,,,,,,,,,,,,,7,,,,
7450,1205,,,,12,,,4,,,29,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
7460,1206,,,,12,,,4,,,29,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
7461,1207,,,offposition,,,,special,,45,,,,,fadeoutandin,,90,706,181,591,372,706,181,1400,453,453,314,590,412,,,,,,0,,,,
7462,1208,,,,,,,special,,44,,,gradual,,stella,,65,,,,,,,,,,,,,,,,,,7,,,,
7463,1209,,,,,,,special,,19,,,gradual,,stella,,95,,,,,,,,,,,,,,,,,,7,,,,
7470,1210,,,,6,,,9,,14,,stella,好啦，开玩笑的,,stella,,50,,,,,,,,,,,,,,,,,,7,,,,
7480,1211,,,,6,,,9,,14,,stella,都过去了,,,,,,,,,,,,,,,,,,,,,,4,,,,
7483,1212,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
7481,1213,,,,,,,special,,10,,,gradual,,stella,,240,,,,,,,,,,,,,,,,,,7,,,,
7482,1214,,,,,,,special,,17,,,gradual,,stella,,75,,,,,,,,,,,,,,,,,,7,,,,
7490,1215,,,,,,,special,,22,,,gradual,,stella,,40,,,,,,,,,,,,,,,,,,7,nofade,Stella_Foley_Shirt Rustle_120325,,
7500,1216,,,,6,,,9,,21,,stella,不过那时候你要是真的马上就凑上来,,stella,,35,,,,,,,,,,,,,,,,,,16,,,,
7510,1217,,,,6,,,9,,21,,stella,我肯定就不喜欢你了,,,,,,,797,444,,s1,,,,,,,,,,,,9,,,,
7520,1218,,,,6,,,15,,22,,ben,为什么？,,stella,,40,,,,,,,,,,,,,,,,,,4,,,,
7530,1219,,,,6,,,9,,21,,stella,不喜欢,,stella,,35,,,,,,,,,,,,,,,,,,3,,,,
7540,1220,,,,,,,special,,22,,,gradual,,stella,,50,,,,,,,,,,,,,,,,,,7,,,,
7541,1221,,,offposition,,,,special,,,28,,,,fadeoutandin,,80,706,181,555,549,706,181,1470,352,453,314,,,,,,,,0,,,,
7560,1222,,,,6,,,19,,,28,stella,那后来呢？,,,,,,,,,,,,,,,,,,,,,,5,,,,
7570,1223,,,,6,,,19,,,28,stella,后来说话变多了，有没有想过,,,,,,,,,,,,,,,,,,,,,,13,,,,
7571,1224,,,,6,,,19,,,28,stella,我为什么一直找你,,,,,,,,,,,,,,,,,,,,,,8,,,,
7580,1225,,,,6,,,4,,,29,ben,那,,ben,,30,,,,,,,,,,,,,,,,,,1,,,,
7590,1226,,,,6,,,4,,,29,ben,肯定就想过了,,,,,,,,,,,,,,,,,,,,,,6,,,,
7600,1227,,,,6,,,19,,,28,stella,对吧,,ben,,40,,,,,,,,,,,,,,,,,,2,,,,
7610,1228,,,,6,,,4,,,29,ben,你又不是玩galgame,,ben,,30,,,,,,,,,,,,,,,,,,12,,,,
7611,1229,,,,6,,,4,,,29,ben,观众都看出来八百遍了你还在那：,,,,,,,,,,,,,,,,,,,,,,15,,,,
7620,1230,,,,6,,,4,,,31,ben,<class='bandi'>哎呀我没想到你是这么看我的</class>,,ben,,40,,,,,,b1,1144,457,,,,,,,,,,13,,,,
7630,1231,,,,6,,,4,,,31,ben,想肯定想过,,,,,,,,,,,,,,,,,,,,,,5,,,,
7640,1232,,,,6,,,19,,,31,stella,那想的结果呢？,,,,,,,,,,,,,,,,,,,,,,7,,,,
7641,1233,,,,,,,special,,,30,,gradual,,ben,,50,,,,,,,,,,,,,,,,,,7,,,,
7650,1234,,,,6,,,4,,,31,ben,不太可能,,,,,,,,,,,,,,,,,,,,,,4,,,,
7660,1235,,,,6,,,19,,,30,stella,不太可能喜欢你,,ben,,40,,,,,,,,,,,,,,,,,,7,,,,
7670,1236,,,,6,,,4,,,31,ben,嗯,,ben,,30,,,,,,,,,,,,,,,,,,1,,,,
7680,1237,,,,6,,,19,,,31,stella,为什么？,,,,,,,,,,,,,,,,,,,,,,4,,,,
7681,1238,,,,,,,special,,,30,,gradual,,ben,,60,,,,,,,,,,,,,,,,,,7,,,,
7690,1239,,,,6,,,4,,,33,ben,因为想不到我有什么值得喜欢的地方,,ben,,40,,,,,,,,,,,,,,,,,,16,,,,
7700,1240,,,,6,,,19,,,32,stella,你是作者，我是读者,,ben,,40,,,,,word,,,,,,,,,,,,,9,,,,
7710,1241,,,,6,,,4,,,33,ben,如果因为这个,,ben,,30,,,,,,,,,,,,,,,,,,6,,,,
7711,1242,,,,6,,,4,,,33,ben,比我做得好的人太多了，为什么是我呢？,,,,,,,,,,,,,,,,,,,,,,18,,,,
7720,1243,,,,6,,,19,,,33,stella,是呢,,,,,,,,,,,,,,,,,,,,,,2,,,,
7731,1244,,,,6,,,19,,,32,stella,为什么呢？,,ben,,30,,,,,,,,,,,,,,,,,,5,,,,
7730,1245,,,,6,,,19,,,32,stella,现在你知道了吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
7733,1246,,,,,,,,,,,,黑屏,,,,,,,,,,,,,,,,,,,,,,7,,,,
firsthi,1247,,,olposition,,,,special,,,,chapter,Chapter 1,,,,,1212,124,,,,,,,,,,,130,155,1133,155,,4,,,,
7750,1248,400,*新消息提示音,,3,,,l,1,,,ben,我通过了你的朋友验证请求，现在我们可以开始聊天了,,,,,,,,,,,,landr,,,,,,,,,,24,,,,
7760,1249,800,换一个进场方式，对话框先进，做点区别让玩家别疲劳,,,,,special,,56,,,,,fadein,,120,,,,,,,,,,,,,,,,,,0,,,,
7770,1250,800,这一段有种故事开始的感觉,,6,,,l,2,56,,ben,你好,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
7780,1251,,,,6,,,l,3,56,,ben,您可以先描述您的需求,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
7790,1252,,,,6,,,l,4,56,,ben,我会具体询问并报价,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
7800,1253,,,,6,,,special,,57,,,gradual,,stella,,80,,,,,,,,,,,,,,,,,,7,,,,
7810,1254,,,cleanolall,6,,,r,1,57,,stella,老师您好！,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
7820,1255,,,,6,,,r,2,57,,stella,我不是来委托工作的，我是您的读者,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
7830,1256,,,,6,,,r,3,57,,stella,所有能找到的您发布的东西我都看过,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
7840,1257,,,,6,,,r,4,57,,stella,每一个都特别喜欢！,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
7845,1258,,,cleanolall,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,1259,,,,6,,,l,1,57,,ben,谢谢你,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
7855,1260,,,,,,,special,,58,,,gradual,,stella,,50,,,,,,,,,,,,,,,,,,,,,,
7860,1261,,,,6,,,r,2,58,,stella,没有别的事啦,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
7870,1262,,,,6,,,r,3,58,,stella,就只是想和您说加油,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
7880,1263,,,,6,,,r,4,58,,stella,不打扰您啦,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
7890,1264,,,cleanolall,6,,,l,1,58,,ben,好的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
7900,1265,,,,6,,,l,2,58,,ben,再次谢谢你,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
7910,1266,,,,6,,,l,3,58,,ben,我也很高兴你喜欢我做的东西,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
7920,1267,,,,6,,,remoji,4,59,,stella,0开心,,stella,,120,,,,,,,,landr,,,,,,,,,,3,,,,
7930,1268,,,cleanolall,6,,,r,1,59,,stella,老师早点休息,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
7940,1269,,,,6,,,l,2,59,,ben,好的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
7950,1270,,,,6,,,l,3,59,,ben,你也是,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
7960,1271,,,,6,,,remoji,4,59,,stella,0开心,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
7970,1272,,110,cleanolall,,,,special,,59,,,,,fadeout,save,110,,,,,,,,,,,,,,,,,,0,,stopgamestart,,
callyouwhat,1273,600,忙碌的打字声，伴随尖锐的工作消息提示音,olposition,1,,,,,,,,,,,,,,,,,500,588,,,,,,,500,60,1420,60,,0,,,,
7971,1274,800,纯黑屏状态声音先进，也是和画面先进的一般情况做区别,,,,,special,,,60,,,,fadein,,70,,,,,,,,,,,,,,,,,,0,,,,
7972,1275,800,响起报错声，ben脸色不耐烦,,,,,special,,,61,,gradual,60,ben,,40,,,,,,,,,,,,,,,,,,0,,,,
7973,1276,800,收到Stella的消息声变回一般脸色,,,,,special,,,60,,gradual,,ben,,60,,,,,,,,,,,,,,,,,,0,,,,
7974,1277,,,,6,,,l,1,,60,stella,老师可以告诉我一个名字吗？,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
7975,1278,1500,这一章和上一章中间隔了很多对话，切换要做出蒙太奇的感觉让玩家知道,,6,,,l,2,,60,stella,不是真的名字,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
7976,1279,,,,6,,,l,3,,60,stella,就是一直叫你老师有点奇怪,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
7977,1280,,,cleanolall,6,,,r,1,,62,ben,确实,,ben,,90,,,,,,,,landr,,,,,,,,,,2,,,,
7978,1281,,,,6,,,r,2,,62,ben,我也觉得,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
7979,1282,,,cleanolall,6,,,lemoji,1,,62,stella,1开心,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
7980,1283,,,,6,,,l,2,,62,stella,那你怎么不说,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
d8040,1284,,,,6,,,special,,,63,,gradual,,ben,,70,,,,,,,,,,,,,,,,,,19,,,,
d8041,1285,,,cleanolall,6,,,r,1,,63,ben,也就是有点奇怪,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
d8042,1286,,,,6,,,r,2,,63,ben,没有到要说一下的程度,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
d8043,1287,,,,6,,,l,3,,63,stella,好吧,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
d8044,1288,,,cleanolall,6,,,l,1,,63,stella,那名字呢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
d8045,1289,,,,6,,,lemoji,2,,63,stella,3hi,,,,,,,,,,,,landr,,,,,,,,,,0,,,,
d8046,1290,,,cleanolall,6,,,r,1,,63,ben,Benjamin,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
d8047,1291,,,,6,,,r,2,,63,ben,Ben就好了,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
d8048,1292,,,cleanolall,6,,,l,1,,63,stella,动物庄园的Benjamin吗？,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
d8049,1293,,,,6,,,r,2,,62,ben,动物庄园的Benjamin,,ben,,90,,,,,,,,landr,,,,,,,,,,13,,,,
d8050,1294,,,cleanolall,6,,,r,1,,62,ben,你也喜欢吗？,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
d8051,1295,,,,6,,,r,2,,62,ben,你是第一个这么问的,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
d8052,1296,,,,6,,,r,3,,62,ben,其他人都是问：一百块上的Benjamin吗？,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
d8053,1297,,,cleanolall,6,,,lemoji,1,,62,stella,1开心,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
d8054,1298,,,,6,,,l,2,,62,stella,我觉得你的性格应该会更喜欢这个Benjamin,,,,,,,,,,,,landr,,,,,,,,,,23,,,,
d8055,1299,,,cleanolall,6,,,r,1,,64,ben,确实,,ben,,120,,,,,,,,landr,,,,,,,,,,2,,,,
d8056,1300,,,,6,,,lemoji,2,,64,stella,2开心跳,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
d8057,1301,800,这里切换成两人在一起的时候，回忆第一次说话,cleanolall,,,,special,,1,,,,,fadeoutandinxy,,130,168,262,,,1305,263,,,,,,,,,,,,0,,,,
d8058,1302,800,发生时间和demo的1010，1070是同一时间,offposition,6,,,10,,5,,stella,那天和你说完话以后我难过了很久,,stella,,80,168,262,777,199,1305,263,1222,199,,,,,640,263,1295,263,,15,,,,
d8059,1303,,,,6,,,9,,1,14,ben,为什么？,,ben,,30,,,,,,,,,,,,,,,,,,4,,,,
d8060,1304,,,,6,,,10,,5,13,stella,因为你没有问我叫什么名字,,stella,,80,,,,,,,,,,,,,,,,,,12,,,,
d8061,1305,,,,6,,,10,,5,13,stella,就算是没有兴趣,,,,,,,,,,,,,,,,,,,,,,7,,,,
d80611,1306,,,,6,,,10,,5,13,stella,就算是出于礼貌,,,,,,,,,,,,,,,,,,,,,,7,,,,
d8062,1307,,,,6,,,10,,5,13,stella,别人问你的名字 的时候你也应该 回问人家呀,,,,,,,,,word,,,,,,,,,,,,,21,,,,
d8063,1308,,,,6,,,10,,5,13,stella,说明你完全没有把我当朋友,,,,,,,,,,,,,,,,,,,,,,12,,,,
d80631,1309,,,,,,,special,,1,13,,gradual,,stella,,70,,,,,,,,,,,,,,,,,,7,,,,
d8064,1310,,,,6,,,9,,1,14,ben,我不是那个意思,,ben,,110,,,,,,,,,,,,,,,,,,7,,,,
d8065,1311,,,,6,,,10,,5,13,stella,现在知道了,,stella,,50,,,,,,,,,,,,,,,,,,5,,,,
d8066,1312,,,,6,,,10,,5,13,stella,但是当时真的很难过,,,,,,,,,,,,,,,,,,,,,,9,,,,
d8067,1313,,,,6,,,9,,1,14,ben,我,,ben,,110,,,,,,,,,,,,,,,,,,1,,,,
d8068,1314,,,,15,,,9,,1,14,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
d8069,1315,,,,,,,special,,3,13,,gradual,,stella,,120,,,,,,,,,,,,,,,,,,7,,,,
d8070,1316,,,,9,,,10,,4,13,stella,不怪你呀,,stella,,80,,,,,,,,,,,,,,,,,,4,,,,
d8071,1317,,,,6,,,10,,4,13,stella,你当时又不知道,,,,,,,,,,,,,,,,,,,,,,7,,,,
d8072,1318,,,,,,,special,,4,12,,gradual,,ben,,70,,,,,,,,,,,,,,,,,,0,,,,
d8073,1319,,130,,6,,,special,,4,12,,,,fadeout,save,140,,,,,,,,,,,,,,,,,,0,,,,
gatsby,1320,900,比如写字的声音或者窗外的鸟叫声风声,olposition,6,,,special,,,56,,,,fadein,,200,603,91,,,603,91,,,,,,,1333,160,588,160,,0,,,,
e8360,1321,400,*手机提示音响,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8359,1322,,,,,,,special,,,55,,gradual,,ben,,80,,,,,,,,,,,,,,,,,,,,,,
e8361,1323,,,cleanolall,6,,,l,1,,55,stella,Ben,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8362,1324,,,,6,,,l,2,,55,stella,今天好累哦,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8363,1325,,,,6,,,r,3,,55,ben,怎么了,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8364,1326,,,,6,,,l,4,,55,stella,加班,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8365,1327,,,cleanolall,6,,,r,1,,55,ben,懂了,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8366,1328,,,,6,,,r,2,,55,ben,两个字就够了,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8367,1329,,,,6,,,lemoji,3,,55,stella,4趴开心,,,,,,,,,,,olemoji,landr,,,,,,,,,,12,,,,
e8368,1330,,,cleanolall,6,,,r,1,,55,ben,你工作了啊，我以为你还上学呢,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
e8369,1331,,,,6,,,l,2,,55,stella,是上学，兼职,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8370,1332,,,,6,,,r,3,,55,ben,生活费不够吗,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8371,1333,,,,6,,,l,4,,55,stella,不是,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8372,1334,,,cleanolall,6,,,l,1,,55,stella,要付房租,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8373,1335,,,,6,,,r,2,,55,ben,这样,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8374,1336,,,,6,,,r,3,,55,ben,辛苦了,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8375,1337,,,,6,,,lemoji,4,,55,stella,4趴开心,,,,,,,,,,,olemoji,landr,,,,,,,,,,4,,,,
e8376,1338,800,ben继续工作，表现他此时对聊天并不太重视,cleanolall,6,,,special,,,56,,gradual,,ben,,50,,,,,,,,,,,,,,,,,,7,,,,
e8377,1339,700,叮提示音，拿起手机看消息,,6,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
e8378,1340,,,,6,,,l,1,,55,stella,Ben要付房租吗？,,ben,,70,,,,,,,,landr,,,,,,,,,,9,,,,
e8379,1341,,,,6,,,r,2,,55,ben,要,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
e8380,1342,,,,6,,,r,3,,55,ben,不过不算负担,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8381,1343,,,,6,,,l,4,,55,stella,嗯？,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8382,1344,,,cleanolall,6,,,r,1,,55,ben,一个月四百,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8383,1345,,,,6,,,l,2,,55,stella,这么便宜呀,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8384,1346,,,,6,,,r,3,,55,ben,因为很偏很老，我这连外卖都送不到,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
e8385,1347,,,cleanolall,6,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
e8386,1348,,,,6,,,special,,47,,,,,fadeoutandin,,120,,,,,,,,,,,,,,,,,,0,,,,
e8387,1349,,,,6,,,lemoji,1,47,,stella,5趴难过,,,,,,,,,,,olemoji,landr,,,,,,,,,,4,,,,
e8388,1350,,,,6,,,l,2,47,,stella,你也辛苦了,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8389,1351,,,,6,,,r,3,47,,ben,不辛苦,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8390,1352,,,,6,,,special,,48,,,gradual,,stella,,80,,,,,,,,,,,,,,,,,,7,,,,
e8391,1353,,,,6,,,r,4,48,,ben,穷确实穷，但不苦,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
e8392,1354,,,cleanolall,6,,,r,1,48,,ben,不用打工,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8393,1355,,,,6,,,r,2,48,,ben,不用受委屈,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8394,1356,,,,6,,,r,3,48,,ben,不用被蠢货指手画脚,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
e8395,1357,,,,6,,,r,4,48,,ben,一年365天都是自己的，一分钟都不用卖给别人,,,,,,,,,,,,landr,,,,,,,,,,22,,,,
e8396,1358,,,,6,,,special,,49,,,gradual,,stella,,80,,,,,,,,,,,,,,,,,,7,,,,
e8397,1359,,,cleanolall,6,,,l,1,49,,stella,好棒呀！,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8398,1360,,,,6,,,r,2,49,,ben,还有一个最好的,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
e8399,1361,,,,6,,,l,3,49,,stella,什么呀,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8400,1362,,,cleanolall,6,,,r,1,49,,ben,我不上班三四年了,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
e8401,1363,,,,6,,,r,2,49,,ben,按理说什么好东西也腻了,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
e8402,1364,,,,6,,,r,3,49,,ben,但这个我到现在还是喜欢,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
e8403,1365,,,,6,,,r,4,49,,ben,想到就高兴,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8404,1366,,,cleanolall,6,,,l,1,49,,stella,什么呀什么呀,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8405,1367,,,,6,,,r,2,49,,ben,我每一天,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8406,1368,,,,6,,,r,3,49,,ben,不，是每一觉都能睡到自然醒,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
e8407,1369,,,cleanolall,6,,,l,1,49,,stella,啊,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
e8408,1370,,,,6,,,l,2,49,,stella,这个真的是,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8409,1371,,,,6,,,l,3,49,,stella,太幸福了吧！,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
e8410,1372,,,,6,,,l,4,49,,stella,好羡慕啊,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8411,1373,,,cleanolall,6,,,r,1,49,,ben,是吧,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8412,1374,,,,6,,,l,2,49,,stella,嗯！,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8413,1375,,,cleanolall,6,,,r,1,49,,ben,可以的话肯定想又有钱又有时间嘛，但我这辈子是没这机会了,,,,,,,,,,,,landr,,,,,,,,,,27,,,,
e8414,1376,,,,6,,,r,2,49,,ben,只能二选一的话我选没钱,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
e8415,1377,,,,6,,,l,3,49,,stella,我也是！,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8416,1378,,,,6,,,special,,,54,,,,fadeoutandin,,120,,,,,,,,,,,,,,,,,,0,,,,
e8417,1379,,,,6,,,remoji,4,,54,ben,6微笑点赞,,,,,,,,,,,olemoji,landr,,,,,,,,,,5,,,,
e8418,1380,800,ben继续工作，表现他此时对聊天并不太重视,cleanolall,6,,,special,,,56,,gradual,,ben,,50,,,,,,,,,,,,,,,,,,7,,,,
e8419,1381,700,叮提示音，拿起手机看消息,,6,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
e8420,1382,,,,6,,,l,1,,53,stella,我想到了以前看的故事,,ben,,70,,,,,,,,landr,,,,,,,,,,10,,,,
e8421,1383,,,,6,,,l,2,,53,stella,你愿意花多少钱卖掉你的时间,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
e8422,1384,,,,6,,,r,3,,54,ben,一小时20块,,ben,,40,,,,,,,,landr,,,,,,,,,,6,,,,
e8423,1385,,,,6,,,lemoji,4,,54,stella,1开心,,,,,,,,,,,olemoji,landr,,,,,,,,,,3,,,,
e8424,1386,,,cleanolall,6,,,l,1,,54,stella,是呀,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8425,1387,,,,6,,,l,2,,54,stella,本来我们每天也得卖掉自己的八个小时呀,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
e8426,1388,,,,6,,,l,3,,54,stella,还要受8个小时的苦,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
e8427,1389,,,,6,,,l,4,,54,stella,如果可以不受苦的卖掉,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
e8428,1390,,,cleanolall,6,,,r,1,,54,ben,那我觉得价格估计得卷到三毛五一小时,,,,,,,,,,,,landr,,,,,,,,,,17,,,,
e8429,1391,,,,6,,,lemoji,2,,54,stella,1开心,,,,,,,,,,,olemoji,landr,,,,,,,,,,3,,,,
e8430,1392,,,,6,,,l,3,,54,stella,好精确的数据呀,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
e8431,1393,,,cleanolall,6,,,r,1,,53,ben,说真的，还用什么科技进步，我们人类早就掌握卖时间的技术了,,ben,,40,,,,,,,,landr,,,,,,,,,,28,,,,
e8432,1394,,,,6,,,r,2,,53,ben,具体操作是我们每天卖8小时给人家打工,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
e8433,1395,,,,6,,,r,3,,53,ben,人家买下来，不工作，24小时都是人家自己的,,,,,,,,,,,,landr,,,,,,,,,,21,,,,
e8434,1396,,,cleanolall,6,,,l,1,,53,stella,啊,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
e8435,1397,,,,6,,,l,2,,53,stella,我也正想说这个！,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
e8436,1398,,,,6,,,l,3,,53,stella,我觉得这是最最本质的不公平,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
e8437,1399,,,,6,,,l,4,,53,stella,我们都只活一次，可是真正在体验人生的时间是天差地别的,,,,,,,,,,,,landr,,,,,,,,,,26,,,,
e8438,1400,,,cleanolall,6,,,remoji,1,,54,ben,7严肃点赞,,ben,,40,,,,,,,olemoji,landr,,,,,,,,,,5,,,,
e8439,1401,,,,6,,,r,2,,54,ben,体验好,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
e8440,1402,,,,6,,,r,3,,54,ben,体验这个词用得真好,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
e8441,1403,,,cleanolall,6,,,r,1,,54,ben,不是说我们就是工作，人家就是享受,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
e8442,1404,,,,6,,,r,2,,54,ben,人家也工作，但是人家可以做想做的事，可以做有成就感的部分,,,,,,,,,,,,landr,,,,,,,,,,28,,,,
e8443,1405,,,,6,,,r,3,,54,ben,人家工作不是在煎熬，而是在,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
e8444,1406,,,,6,,,r,4,,54,ben,体验,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8445,1407,,,cleanolall,6,,,r,1,,54,ben,体验人生,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
e8446,1408,,,,6,,,r,2,,54,ben,体验活一次,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
e8447,1409,,,cleanolall,6,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
e8448,1410,,,,6,,,special,,49,,,,,fadeoutandin,,120,,,,,,,,,,,,,,,,,,0,,,,
e8449,1411,,,,6,,,r,1,49,,ben,好呀,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
e8450,1412,,,,6,,,r,2,49,,ben,我一直想不到一个合适的词，体验真的好,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
e8451,1413,,,cleanolall,6,,,special,,50,,,gradual,,stella,,90,,,,,,,,,,,,,,,,,,7,,,,
e8452,1414,,,,6,,,r,1,50,,ben,<class='bandi'>时间对所有人都是公平的，每个人每天都只有24小时</class>,,,,,,,,,,,,landr,,,,,,,,,,23,,,,
e8453,1415,,,,6,,,l,2,50,,stella,<class='bandi'>时间对每个人都是公平的，但对一些人比对另一些人更公平</class>,,,,,,,,,,,,landr,,,,,,,,,,25,,,,
e8454,1416,,,,6,,,r,3,50,,ben,哈哈哈哈哈哈哈,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
e8455,1417,,,,6,,,remoji,4,50,,ben,6微笑点赞,,,,,,,,,,,olemoji,landr,,,,,,,,,,5,,,,
e8456,1418,,,cleanolall,6,,,lemoji,1,50,,stella,1开心,,,,,,,,,,,olemoji,landr,,,,,,,,,,3,,,,
