,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
f5202,1526,,,cleanolall,6,,,l,1,61,,ben,不会,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
f5203,1527,,,,6,,,l,2,61,,ben,我不一样，我是练过的,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
f5204,1528,,,cleanolall,6,,,remoji,1,61,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5205,1529,,,,6,,,r,2,61,,stella,这个要怎么练呀,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
f5206,1530,,,cleanolall,6,,,l,1,61,,ben,忍,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5207,1531,,,,6,,,l,2,61,,ben,从小忍到大,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
f52071,1532,,,,,,,special,,63,,,gradual,,stella,,120,,,,,,,,,,,,,,,,,,,,,,
f5208,1533,,,cleanolall,,,,special,,,9,,gradual,,fadeoutandin,,70,,,,,,,,,,,,,,,,,,7,,,,
f5209,1534,,,olposition,6,,,l,1,,9,ben,我小时候，我刚玩网游那会,,,,,421,444,,,189,102,,landr,,,,,820,140,1777,140,,12,,,,
f5210,1535,,,,6,,,l,2,,9,ben,基本上所有游戏都是点卡收费,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
f5211,1536,,,,6,,,l,3,,9,ben,到我上初中的时候开始遍地都是免费网游,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
f5212,1537,,,,6,,,l,4,,9,ben,那小孩没钱啊，肯定就高高兴兴玩免费的去了,,,,,,,,,,,,landr,,,,,,,,,,20,,,,
f5213,1538,,,cleanolall,6,,,l,1,,9,ben,现在的游戏你得发福利才能吸引人玩对吧？,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
f5214,1539,,,,6,,,l,2,,9,ben,但那时候网游刚免费根本不愁没人,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
f5215,1540,,,,6,,,l,3,,9,ben,真正的什么都不给，金币就是金币，钻石就是钻石,,,,,,,,,,,,landr,,,,,,,,,,22,,,,
f5216,1541,,,,6,,,l,4,,9,ben,不充钱你半个钻石都别想有,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
f5217,1542,,,cleanolall,6,,,l,1,,9,ben,摆明了就不把你当人，你就是充钱人的玩具,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
f5218,1543,,,,6,,,l,2,,9,ben,你爱玩不玩,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
f5219,1544,,,,6,,,l,3,,9,ben,那时候我还小嘛，还没练出来，看着人家大光武大坐骑大翅膀羡慕坏了,,,,,,,,,,,,landr,,,,,,,,,,31,,,,
f5220,1545,,,,6,,,l,4,,9,ben,怎么办啊,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
f5221,1546,,,cleanolall,6,,,l,1,,11,ben,忍,,ben,,40,,,,,,,,landr,,,,,,,,,,1,,,,
f5222,1547,,,,6,,,l,2,,11,ben,没钱啊,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
f5223,1548,,,cleanolall,6,,,l,1,,11,ben,看别的小朋友有耐客鞋怎么办？忍,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
f5224,1549,,,,6,,,l,2,,11,ben,初中同学有psp怎么办？忍,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
f5225,1550,,,,6,,,l,3,,11,ben,高中同学有水果手机怎么办？忍,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
f5226,1551,,,,6,,,l,4,,11,ben,忍到劲过去就好了,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
f5227,1552,,,cleanolall,6,,,l,1,,11,ben,副作用就是，像你调一个指针掰过头了它回不来了一样,,,,,,,,,,,,landr,,,,,,,,,,24,,,,
f5228,1553,,,,6,,,l,2,,11,ben,现在你对什么都没感觉了,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
f5229,1554,,,,6,,,l,3,,11,ben,什么想要的东西都没有了,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
f5230,1555,,,,6,,,r,4,,11,stella,啊……,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
f5231,1556,,,cleanolall,6,,,l,1,,10,ben,我以前特不理解，为什么景区的东西卖那么贵还能活下去,,ben,,60,,,,,,,,landr,,,,,,,,,,25,,,,
f5232,1557,,,,6,,,l,2,,10,ben,你稍微忍忍，出去买便宜几倍的不好吗？,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
f5233,1558,,,,6,,,l,3,,10,ben,后来我想明白了，你多花的钱就是放大当时，那个时刻的快乐的,,,,,,,,,,,,landr,,,,,,,,,,28,,,,
f5234,1559,,,,6,,,l,4,,10,ben,就是为了不忍忍的,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
f5235,1560,,,cleanolall,6,,,l,1,,10,ben,但是我已经没有这个能力了,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
f5236,1561,,,,6,,,l,2,,10,ben,忍习惯了,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
f5237,1562,,,,6,,,l,3,,10,ben,在景区买贵东西只会让我痛苦而感觉不到一点快乐,,,,,,,,,,,,landr,,,,,,,,,,22,,,,
f5238,1563,,,,6,,,r,4,,10,stella,好难过……,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
f5239,1564,,,cleanolall,,,,special,,62,,,gradual,,fadeoutandin,,70,,,,,,,,,,,,,,,,,,7,,,,
f5240,1565,,,olposition,6,,,l,1,62,,ben,没事，没关系,,,,,421,444,,,189,102,,landr,,,,,421,50,1498,50,,6,,,,
f5241,1566,,,,6,,,l,2,62,,ben,习惯了就没感觉了,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
f5242,1567,,,,,,,special,,63,,,gradual,,stella,,90,,,,,,,,,,,,,,,,,,7,,,,
f5243,1568,,,cleanolall,6,,,l,1,62,,ben,而且你还记得我们之前说每天卖8个小时吗,,stella,,120,,,,,,,,landr,,,,,,,,,,19,,,,
f5244,1569,,,,6,,,r,2,62,,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5245,1570,,,cleanolall,6,,,l,1,62,,ben,要没有磨灭物欲我不还得每天给人卖命吗,,,,,,,,,,,,landr,,,,,,,,,,18,,,,
f5246,1571,,,,6,,,l,2,62,,ben,所以我觉得挺好,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
f5247,1572,,,cleanolall,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
f5248,1573,,,,6,,,r,1,62,,stella,我希望所有我喜欢的作者都可以赚多多的钱，然后做更多作品,,,,,,,,,,,,landr,,,,,,,,,,27,,,,
f5249,1574,,,,6,,,l,2,62,,ben,我倒不这么想,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5250,1575,,,cleanolall,6,,,remoji,1,62,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5251,1576,,,,6,,,r,2,62,,stella,你不想赚很多钱吗？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
f5252,1577,,,cleanolall,6,,,l,1,62,,ben,还真没那么想,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5253,1578,,,,6,,,l,2,62,,ben,可以的话，比起我自己赚很多钱，大家都不再追捧钱会让我更爽,,,,,,,,,,,,landr,,,,,,,,,,28,,,,
f5254,1579,,,,6,,,r,1,61,,stella,嗯！,,stella,,130,cleanol1,,,,,,,landr,,,,,,,,,,2,,,,
f5255,1580,,,,6,,,r,2,61,,stella,我也不喜欢这样，人生好像除了追求经济成功以外就没有别的意义了,,,,,,,,,,,,landr,,,,,,,,,,30,,,,
f5256,1581,,,,6,,,l,1,61,,ben,是啊,,,,,cleanol1,,,,,,,landr,,,,,,,,,,2,,,,
f5257,1582,,,,6,,,l,1,61,,ben,不过我希望大家不要追捧钱是因为,,,,,cleanol1,,,,,,,landr,,,,,,,,,,15,,,,
f5258,1583,,,,6,,,l,2,61,,ben,不公平,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
f5259,1584,,,,6,,,r,1,63,,stella,不公平?,,stella,,100,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
f5260,1585,,,,6,,,l,2,63,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5261,1586,,,,6,,,r,1,63,,stella,什么意思呀,,,,,cleanol1,,,,,,,landr,,,,,,,,,,5,,,,
f5262,1587,,,,6,,,l,2,63,,ben,嗯……,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
f5263,1588,,,cleanolall,6,,,l,1,63,,ben,这个我刚好在想一个故事，你可以听听给我点意见吗,,,,,,,,,,,,landr,,,,,,,,,,23,,,,
f5264,1589,,,,6,,,r,2,61,,stella,好呀好呀,,stella,,70,,,,,,,,landr,,,,,,,,,,4,,,,
f5265,1590,,,cleanolall,,,,special,,61,,,donkey1,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5266,1591,,,,6,4,,show,,,,Benjamin:,假如你是一头驴，在农场里给主人拉磨赚钱。,,,,,,,,,,,,,,,,,,,,,,20,,,,
f5267,1592,,,,6,4,,special,,,,,donkey2,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5268,1593,,,799,6,4,,special,c3,,donkeysay,Benjamin:,主人说磨是他的，麦子也是他的，所以他拿九你拿一。,,,,,,,,,,,,,,,,,,,,,27,24,,,,
f5269,1594,,,804,6,4,,special,c3,,donkeysay,Benjamin:,“你愿意干就干，不愿意干就滚，你不干有的是驴干。”,,,,,,,,,,,,,,,,,,,,,27,25,,,,
f5270,1595,,,,6,4,,show,,,,Benjamin:,你得吃饭，所以你得干。,,,,,,,,,,,,,,,,,,,,,,11,,,,
f5271,1596,,,,6,4,,special,,,,,donkey3,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5272,1597,,,,6,4,,special,,,,,donkey4,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5273,1598,,,,6,4,,show,,,,Benjamin:,你的钱大部分用来买草吃，剩下的都攒起来。,,,,,,,,,,,,,,,,,,,,,,20,,,,
f5274,1599,,,cardream,6,4,,show,,,,Benjamin:,因为你的梦想是买个大驴棚，最好再配一辆奔驰牌驴车。,,,,,,,,,,,,,,,,,,,,,,25,,,,
f5275,1600,,,,6,4,,show,,,,Benjamin:,理由当然是大一点的棚比小的住得更舒服。,,,,,,,,,,,,,,,,,,,,,,19,,,,
f5276,1601,,,,6,4,,showappend,,,,Benjamin:,豪华驴车比便宜车跑得更快。,,,,,,,,,,,,,,,,,,,,,,13,,,,
f5277,1602,,,,6,4,,show,,,,Benjamin:,但更重要的是：,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5278,1603,,,,6,4,,special,,,,,donkey5,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5279,1604,,,,6,4,,special,,,,,donkey6,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5280,1605,,,,6,3,,show,,,,Benjamin:,有了这些你才可以得到其他驴羡慕的目光。,,,,,,,,,,,,,,,,,,,,,,19,,,,
f5281,1606,,,,6,3,,special,,,,,donkey7,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5282,1607,,,,6,3,,show,,,,Benjamin:,农场里有两头驴最受驴羡慕。,,,,,,,,,,,,,,,,,,,,,,13,,,,
f5283,1608,,,,6,3,,special,,,,,donkey8,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5284,1609,,,,6,3,,show,,,,Benjamin:,一头最壮。一头它能干三头驴的活，所以它住农场第二大的驴棚。,,,,,,,,,,,,,,,,,,,,,,29,,,,
f5285,1610,,,,6,3,,special,,,,,donkey9,,,,,,,,,,,,,,,,,,,,,,7,,,,
f5286,1611,,,779,6,3,,show,,,,Benjamin:,另一头最聪明。它不拉磨，它帮主人监督其他驴拉磨，所以它住农场最大最好的驴棚。,,,,,,,,,,,,,,,,,,,,,,38,,,,
f5287,1612,,,,6,3,,special,,,,,donkey10,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5288,1613,,,,6,3,,show,,,,Benjamin:,有一天主人问它：,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5289,1614,,,799,6,3,,special,c3,,donkeysay,Benjamin:,<class='26'>“小驴呀，你是怎么把你们驴管理的那么好的呢？”</class>,,,,,,,,,,,,,,,,,,,,,26,20,,,,
f5290,1615,,,,6,3,,special,c1,,donkeysay,Benjamin:,<class='26'>“什么都不做。”</class>,,,,,,,,,,,,,,,,,,,,,10,5,,,,
f5291,1616,,,,6,3,,special,c3,,donkeysay,Benjamin:,<class='26'>“？”</class>,,,,,,,,,,,,,,,,,,,,,7,1,,,,
f5292,1617,,,,6,3,,special,c1,,donkeysay,Benjamin:,<class='26'>“什么都不用做，我们驴自己就会管理自己。”</class>,,,,,,,,,,,,,,,,,,,,,24,18,,,,
f5293,1618,,,,6,3,,special,c1,,donkeysay,Benjamin:,<class='26'>“如果哪头驴不好好拉磨，不用您拿鞭子抽它，我们驴自己就会惩罚它。”</class>,,,,,,,,,,,,,,,,,,,,,35,29,,,,
f5294,1619,,,,6,3,,special,,,,,donkey11,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5295,1620,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“穷X”</class>,,,,,,,,,,,,,,,,,,,,,6,24,,,,
f5296,1621,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“废物”</class>,,,,,,,,,,,,,,,,,,,,,6,24,,,,
f5297,1622,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“没出息”</class>,,,,,,,,,,,,,,,,,,,,,7,25,,,,
f5298,1623,,,,6,3,,show,,,,Benjamin:,哪头驴好好拉磨，也不用您奖励它，我们驴自己就会奖励它。,,,,,,,,,,,,,,,,,,,,,,27,,,,
f5299,1624,,,,6,3,,special,,,,,donkeychange,,,,,,,,,,,,,,,,,,,,,,12,,,,
f5300,1625,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“有本事”</class>,,,,,,,,,,,,,,,,,,,,,7,25,,,,
f5301,1626,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“有出息”</class>,,,,,,,,,,,,,,,,,,,,,7,25,,,,
f5302,1627,,,,6,3,,special,c2,,donkeysay,Benjamin:,<class='26'>“看看人家”</class>,,,,,,,,,,,,,,,,,,,,,8,26,,,,
f5303,1628,,,,6,3,,show,,,,Stella:,在这种环境里，根本不用别的驴嘲笑，没钱的驴自己都会骂自己为什么不好好拉磨。,,,,,,,,,,,,,,,,,,,,,,37,,,,
f5304,1629,,,779,6,3,,show,,,,Stella:,它拼命拉磨买下一个小驴棚，哪怕没一头驴夸它厉害，它也发自内心的为自己高兴。,,,,,,,,,,,,,,,,,,,,,,37,,,,
f5305,1630,,,,6,3,,show,,,,Stella:,<class='bold'>您什么都不用做，只要驴还需要同类的认同，它就得自己把自己拴在磨上。</class>,,,,,,,,,,,,,,,,,,,,,,30,,,,
f5306,1631,,,,6,3,,special,,,,,donkey12,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5307,1632,,,,6,5,,special,,,,,donkey13,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5308,1633,,,,6,5,,special,,,,,donkey14,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5309,1634,,,,6,3,,special,c3,,donkeysay,Benjamin:,<class='26'>“有道理。”</class>,,,,,,,,,,,,,,,,,,,,,9,3,,,,
f5310,1635,,,,6,3,,special,c3,,donkeysay,Benjamin:,<class='26'>“那我为什么需要你呢？”</class>,,,,,,,,,,,,,,,,,,,,,14,10,,,,
f5311,1636,,,,6,3,,special,c1,,donkeysay,Stella:,<class='b26'>“因为您需要实例，让驴相信它努力也可以过上这样的生活。”</class>,,,,,,,,,,,,,,,,,,,,,30,25,,,,
f5312,1637,,,,6,3,,showemoji,,,,Benjamin:,8笑哭,,,,,,,,,,,,,,,,,,,,,,3,,,,
f5313,1638,,,,6,3,,show,,,,Stella:,您还需要我来衬托您。,,,,,,,,,,,,,,,,,,,,,,10,,,,
f5314,1639,,,,6,3,,special,,,,,donkey15,,,,,,,,,,,,,,,,,,,,,,8,,,,
f5315,1640,,,,6,4,,show,,,,Stella:,被尊敬、更尊敬、最尊敬的感觉是不一样的。,,,,,,,,,,,,,,,,,,,,,,20,,,,
f5316,1641,,,,6,4,,show,,,,Benjamin:,"""真正的贵族身上是有一种暴发户学不来的气质的。""",,,,,,,,,,,,,,,,,,,,,,24,,,,
f5317,1642,,,donkey2stop,6,4,,showemoji,,,,Stella:,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
f5318,1643,,,,6,4,,show,,,,Stella:,“真正的贵族和服务员也会说谢谢。”,,,,,,,,,,,,,,,,,,,,,,17,,,,
f5319,1644,,,,6,4,,show,,,,Benjamin:,哈哈哈哈哈哈哈哈哈哈,,,,,,,,,,,,,,,,,,,,,,10,,,,
f5320,1645,,,,6,4,,show,,,,Benjamin:,太棒了。,,,,,,,,,,,,,,,,,,,,,,4,,,,
f5321,1646,,,,6,4,,showappend,,,,Benjamin:,这句太棒了。,,,,,,,,,,,,,,,,,,,,,,6,,,,
f5322,1647,,,,6,4,,show,,,,Benjamin:,就一句话，明线在说成功了会得到什么优待。,,,,,,,,,,,,,,,,,,,,,,20,,,,
f5323,1648,,,,6,4,,showappend,,,,Benjamin:,暗线还说了如果你没成功，你会得到什么虐待。,,,,,,,,,,,,,,,,,,,,,,21,,,,
f5324,1649,,,,6,4,,showappend,,,,Benjamin:,跟你说句谢谢都是恩赐。,,,,,,,,,,,,,,,,,,,,,,11,,,,
f5325,1650,,,clean,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
f5326,1651,,,,,,,special,,64,,,gradual,,stella,,120,,,,,,,,,,,,,,,,,,7,,,,
f5327,1652,800,这一段也是Stella喜欢ben的原因，但Stella更多自我表达,,6,,,r,1,64,,stella,好高兴呀,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
f5328,1653,,,,6,,,l,2,64,,ben,？,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5329,1654,,,cleanolall,6,,,r,1,64,,stella,你全都理解到了,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
f5330,1655,,,,6,,,lemoji,2,64,,ben,9,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5331,1656,,,cleanolall,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
f5332,1657,,,,6,,,l,1,64,,ben,我想起来在网上看人吵架了,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
f5333,1658,,,,6,,,l,2,64,,ben,你觉不觉得，一切吵架到最后都会变成比谁更富,,,,,,,,,,,,landr,,,,,,,,,,21,,,,
f5334,1659,,,cleanolall,6,,,l,1,63,,ben,无论一开始是为了什么争论，最后都是,,stella,,50,,,,,,,,landr,,,,,,,,,,17,,,,
f5335,1660,,,,6,,,l,2,63,,ben,我赚多少钱，开什么车，穿什么衣服，我多成功，你多失败,,,,,,,,,,,,landr,,,,,,,,,,26,,,,
f5336,1661,,,cleanolall,6,,,l,1,63,,ben,失败的那边也不觉得有问题：我说的对不对跟我有没有钱有什么关系呢？,,,,,,,,,,,,landr,,,,,,,,,,32,,,,
f5337,1662,,,,6,,,l,2,63,,ben,只会拼命去证明对方是吹牛，自己才是真的更成功,,,,,,,,,,,,landr,,,,,,,,,,22,,,,
f5338,1663,,,cleanolall,6,,,r,1,61,,stella,因为一旦说出来“有没有钱和对不对没关系”，就是承认自己不如对方有钱,,stella,,50,,,,,,,,landr,,,,,,,,,,33,,,,
f5339,1664,,,,6,,,r,2,61,,stella,就算辩论赢了，人生竞赛也输了,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
f5340,1665,,,,6,,,l,1,61,,ben,yes！,,,,,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
f5341,1666,,,cleanolall,6,,,r,1,61,,stella,我们为什么要维护一个对我们一点都不公平的评价标准呢,,,,,,,,,,,,landr,,,,,,,,,,25,,,,
f5342,1667,,,,6,,,l,2,61,,ben,明明我们是生来没有磨的那边,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
f5343,1668,,,cleanolall,,,,special,,64,,,gradual,,stella,,90,,,,,,,,,,,,,,,,,,7,,,,
f5344,1669,,,olposition,,,,special,,,10,,,,fadeoutandin,,70,421,444,,,189,102,,landr,,,,,820,140,1777,140,,0,,,,
f5345,1670,,,,6,,,r,1,,10,stella,成功真的很贴切呢,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
f5346,1671,,,,6,,,r,2,,10,stella,我觉得不只是钱，还有容貌、成绩、名气，任何赛道的成功都是这样,,,,,,,,,,,,landr,,,,,,,,,,30,,,,
f5347,1672,,,,6,,,l,3,,11,ben,对！,,ben,,30,,,,,,,,landr,,,,,,,,,,2,,,,
f5348,1673,,,cleanolall,6,,,l,1,,11,ben,你是明星，你是世界冠军，你长得好看，你上名牌大学,,,,,,,,,,,,landr,,,,,,,,,,24,,,,
f5349,1674,,,,6,,,l,2,,11,ben,那很好，但和我有什么关系呢,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
f5350,1675,,,,6,,,l,3,,11,ben,你优秀是你的事，为什么优秀就能得到追捧呢,,,,,,,,,,,,landr,,,,,,,,,,20,,,,
f5351,1676,,,,6,,,r,4,,11,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5352,1677,,,cleanolall,,,,special,,61,,,,,fadeoutandin,,70,,,,,,,,,,,,,,,,,,0,,,,
f5353,1678,,,olposition,6,,,r,1,61,,stella,我希望世界不要是只有赢的人才配被好好对待,,,,,421,444,,,189,102,,landr,,,,,421,50,1498,50,,20,,,,
f5354,1679,,,cleanolall,6,,,r,1,61,,stella,我希望平凡的人,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
f5355,1680,,,,6,,,r,2,61,,stella,没有天赋的人，不好看的人、穷的人也可以快乐的度过一生,,,,,,,,,,,,landr,,,,,,,,,,26,,,,
f5356,1681,,,cleanolall,6,,,r,1,61,,stella,我们也是有感觉的人呀,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
f5357,1682,,,,6,,,l,2,61,,ben,我们也只活一次呀,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
f5358,1683,,,,6,,,r,1,61,,stella,嗯！,,,,,cleanol1,,,,,,,landr,,,,,,,,,,2,,,,
f5359,1684,,,,6,,,special,,64,,,gradual,,stella,,50,,,,,,,,,,,,,,,,,,7,,,,
f5360,1685,,,cleanolall,6,,,l,1,64,,ben,同意你，但是,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5361,1686,,,,6,,,l,2,64,,ben,我觉得没希望,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5362,1687,,,,6,,,r,1,61,,stella,是呢,,stella,,60,cleanol1,,,,,,,landr,,,,,,,,,,2,,,,
f5363,1688,,,,6,,,l,2,61,,ben,所以我玩单机,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5364,1689,,,,6,,,r,1,61,,stella,嗯？,,,,,cleanol1,,,,,,,landr,,,,,,,,,,2,,,,
f5365,1690,,,,6,,,remoji,1,64,,stella,1,,stella,,40,cleanol1,,,,,,,landr,,,,,,,,,,1,,,,
f5366,1691,,,,6,,,r,2,64,,stella,明白了,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
f5367,1692,,,cleanolall,6,,,l,1,64,,ben,这游戏不公平，你又必须得玩，那就不碰pvp，只玩休闲玩法,,,,,,,,,,,,landr,,,,,,,,,,28,,,,
f5368,1693,,,,6,,,r,2,64,,stella,不当打金工人,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
f5369,1694,,,cleanolall,6,,,lemoji,1,64,,ben,7,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
f5370,1695,,,cleanolall,6,,,l,1,64,,ben,可不就是吗，我们打金为了吃饭，打来的金供人家享受游戏,,,,,,,,,,,,landr,,,,,,,,,,26,,,,
f5371,1696,,,,6,,,l,2,64,,ben,可不就是地球online的打金工人吗？,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
f5372,1697,,,cleanolall,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
f5373,1698,,,,6,,,r,1,64,,stella,想和你一样，躲起来只玩单机游戏,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
f5374,1699,,,,6,,,special,,62,,,gradual,,stella,,140,,,,,,,,,,,,,,,,,,7,,,,
f5375,1700,,,cleanolall,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
f5376,1701,,220,,6,,,special,,62,,,,,fadeout,save,310,,,,,,,,,,,,,,,,,,0,,,,
missingpast2,1702,900,1070在正式版切成两部分，继续,offposition,,,,special,,,32,,,,fadein,,100,706,181,555,549,706,181,1470,352,453,314,,,,,,,,0,,,,
g10165,1703,,,,6,,,19,,,32,stella,我为什么老是找你,,,,,,,,,,,,,,,,,,,,,,8,,,,
g10166,1704,,,,6,,,19,,,32,stella,现在你知道了吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
g10167,1705,,,,6,,,4,,,32,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
g10168,1706,,,,6,,,4,,,33,ben,其实也不太知道,,ben,,30,,,,,,,,,,,,,,,,,,7,,,,
g10169,1707,,,,6,,,19,,,32,stella,猜一下,,ben,,30,,,,,,,,,,,,,,,,,,3,,,,
g10170,1708,,,,6,,,4,,,32,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
g10171,1709,,,,6,,,4,,,33,ben,因为我们观点比较像,,ben,,30,,,,,,,,,,,,,,,,,,9,,,,
g10172,1710,,,,6,,,19,,,32,stella,嗯哼,,ben,,30,,,,,,,,,,,,,,,,,,2,,,,
g10173,1711,,,,6,,,4,,,33,ben,观点像的人挺多的，但是几乎所有观点都像的还是不多的吧,,ben,,30,,,,,,,,,,,,,,,,,,26,,,,
g10174,1712,,,offposition,,,,special,,23,,,,,fadeoutandin,,60,706,181,591,372,706,181,1400,453,453,314,590,412,,,,,,0,,,,
g10175,1713,,,,6,,,9,,24,,stella,你觉得我们所有观点都像吗？,,stella,,45,,,,,,,,,,,,,,,,,,13,,,,
g10176,1714,,,,6,,,15,,23,,ben,是吧,,stella,,30,,,,,,,,,,,,,,,,,,2,,,,
g10177,1715,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
g10178,1716,,,,,,,special,,17,,,gradual,,stella,,70,,,,,,,,,,,,,,,,,,7,,,,
g10179,1717,,,,,,,9,,11,,stella,……,,stella,,90,,,,,,,,,,,,,,,,,,2,,,,
g10180,1718,,,,6,,,9,,11,,stella,你记得你和我说<class='bold'>你 有别人没有的条件</class> 那天吗？,,,,,,,,,word,,,,,,,,,,,,,19,,,,
g10181,1719,,,,6,,,15,,11,,ben,喔……,,,,,,,,,,,,,,,,,,,,,,3,,,,
g10182,1720,,,,6,,,15,,12,,ben,我有别人没有的条件 所以可以低消费 不打工,,stella,,30,,,,,word,,,,,,,,,,,,,21,,,,
g10183,1721,,,,6,,,15,,12,,ben,那个吗？,,,,,,,,,,,,,,,,,,,,,,4,,,,
g10184,1722,,,,6,,,9,,11,,stella,对,,stella,,35,,,,,,,,,,,,,,,,,,1,,,,
g10185,1723,,,,6,,,15,,12,,ben,那个怎么了,,stella,,30,,,,,,,,,,,,,,,,,,5,,,,
g10186,1724,,,,6,,,9,,11,,stella,你说的每一个字都和我想过的一模一样,,stella,,55,,,,,,,,,,,,,,,,,,17,,,,
